OverallQual,GrLivArea,GarageCars,TotalBsmtSF,FullBath,YearBuilt,YearRemodAdd,1stFlrSF,TotRmsAbvGrd,Fireplaces,Price
5,999,1,999,1,1962,2001,999,6,0,132500
5,1113,1,1113,1,1950,2007,1113,5,1,147000
5,1073,2,1073,1,1965,1965,1073,6,0,156000
5,1484,2,1484,2,1971,1971,1484,7,1,175000
5,2414,2,954,2,1900,1970,1766,10,1,160000
4,630,1,630,1,1970,2002,630,3,0,86000
5,1304,1,264,1,1976,1976,616,4,1,115000
6,1578,1,806,1,1941,1950,958,5,2,133000
6,1456,2,728,2,2006,2006,728,8,0,172785
5,1269,1,1269,1,1960,1960,1269,6,1,155000
5,886,1,190,1,1938,1996,886,4,0,91300
4,720,0,720,1,1920,1950,720,4,0,34900
8,3228,2,3200,3,1992,1993,3228,10,1,430000
7,1820,1,1026,2,1925,1950,1133,8,0,184000
5,899,1,864,1,1967,2004,899,5,0,130000
5,912,1,912,1,1958,1985,912,5,0,120000
6,1218,1,672,1,1973,1973,672,7,0,113000
7,1768,2,866,2,2005,2005,866,7,0,226700
5,1214,2,1214,1,1965,1965,1214,6,0,140000
7,1801,2,1501,2,1959,1997,1801,6,2,289000
6,1322,2,855,2,1974,1974,855,6,1,147000
5,1960,2,960,2,1952,1952,960,10,0,124500
8,1911,2,777,2,1993,1994,1065,8,1,215000
6,1218,2,1218,2,2009,2009,1218,4,0,208300
7,1378,2,689,2,1928,2005,689,7,1,161000
5,1041,1,1041,1,1959,1959,1041,6,0,124500
5,1363,1,1008,1,1951,2000,1363,6,2,164900
7,1368,2,1368,2,2005,2006,1368,6,1,202665
5,864,2,864,1,1958,1958,864,5,0,129900
6,1080,2,1084,1,1983,1983,1080,5,0,134000
5,789,1,768,1,1926,1950,789,5,0,96500
10,2020,3,2006,2,2009,2009,2020,9,1,402861
6,2119,2,689,2,1972,1972,1378,7,1,158000
7,2344,3,1264,2,1996,1997,1277,7,1,265000
6,1796,2,794,2,1998,1998,882,7,0,211000
7,2080,1,1276,1,1926,2004,1276,9,2,234000
4,1294,0,0,2,1900,2000,694,7,0,106250
6,1244,1,1244,1,1957,1957,1244,6,2,150000
6,1664,2,1004,2,1947,1950,1004,7,2,159000
10,4676,3,3138,3,2007,2008,3138,11,1,184750
7,2398,3,1379,2,1996,1997,1383,8,1,315750
7,1266,2,1257,2,2005,2005,1266,6,1,176000
5,928,1,928,1,1956,2000,928,4,0,132000
9,2713,3,1452,2,2008,2008,1476,11,1,446261
4,605,0,528,1,1920,2002,605,5,0,86000
6,2515,2,2035,3,1957,1975,2515,9,2,200624
6,1509,2,1461,2,1988,1989,1509,5,1,175000
6,1362,2,611,2,1920,1999,751,6,0,128000
5,827,1,0,1,1955,2007,827,5,1,107500
1,334,0,0,1,1946,1950,334,2,0,39300
8,1414,2,707,2,2004,2004,707,6,1,178000
5,1347,0,1117,1,1910,1991,820,5,0,107500
7,1724,2,880,2,1998,1999,880,8,0,188000
4,864,2,864,1,1972,1972,864,5,0,111250
5,1159,1,1051,1,1968,1968,1159,7,1,158000
8,1601,2,1581,2,2001,2002,1601,6,1,272000
9,1838,3,1838,2,2006,2006,1838,8,1,315000
8,2285,3,969,2,2000,2000,997,8,1,248000
7,1680,2,1650,2,1998,1999,1680,7,1,213250
7,767,1,723,1,1998,1998,767,4,0,133000
7,1496,2,654,2,2006,2006,664,7,1,179665
7,2183,3,1204,2,1988,1988,1377,9,0,229000
6,1635,2,1065,1,1923,1950,915,6,1,210000
5,768,2,768,1,1970,1970,768,5,0,129500
5,825,2,825,1,1955,1995,825,4,0,125000
7,2094,2,912,2,2003,2004,912,8,1,263000
6,1069,2,1069,2,1977,1977,1069,4,0,140000
5,928,1,928,1,1957,1957,928,5,0,112500
8,1717,3,1709,2,2006,2006,1717,7,1,255500
4,1126,2,0,2,1949,2003,1126,5,0,108000
7,2046,3,998,2,2003,2004,1006,8,1,284000
5,1048,1,993,1,1922,1950,1048,5,1,113000
5,1092,1,1092,1,1957,1957,1092,6,1,141000
4,1336,1,637,1,1920,1950,897,7,0,108000
7,1446,2,729,2,1996,1997,729,6,1,175000
7,1557,2,1374,2,2003,2004,1557,7,1,234000
5,1392,2,1392,1,1957,1996,1392,5,1,121500
5,1389,2,1389,1,1974,1975,1389,6,1,170000
5,996,0,996,1,1940,1969,996,6,1,108000
6,1674,2,1163,2,1918,1950,1163,8,1,185000
7,2295,2,1095,2,1992,2000,1166,9,1,268000
6,1647,1,806,1,1915,1950,841,6,0,128000
9,2504,3,1122,2,2005,2007,1134,11,1,325000
7,1535,2,1517,2,2004,2004,1535,7,0,214000
8,2132,2,1496,1,1983,2009,1496,5,1,316600
5,943,2,943,1,1979,1979,943,4,2,135960
5,1728,2,1728,2,1965,1965,1728,10,0,142600
6,864,1,864,1,1959,1959,864,4,0,120000
7,1692,2,846,2,2009,2009,846,6,0,224500
7,1430,2,384,2,2000,2000,774,8,1,170000
5,1109,1,372,1,1971,2005,576,5,0,139000
5,1216,1,832,1,1947,1950,832,6,0,118500
7,1477,1,861,2,1928,1950,877,6,1,145000
5,1320,2,1164,1,1966,1966,1320,6,2,164500
7,1392,2,689,2,2007,2007,703,5,0,146000
5,1795,1,1050,2,1954,1954,1050,7,0,131500
6,1429,2,1144,1,1960,1987,1429,7,2,181900
8,2042,3,2042,2,2008,2009,2042,8,1,253293
6,816,0,816,1,1990,1990,816,5,0,118500
10,2775,2,1237,3,1893,2000,1521,9,1,325000
4,1573,1,884,1,1935,1995,989,6,0,133000
8,2028,3,1868,2,2005,2006,2028,7,2,369900
6,838,1,816,1,1918,2000,838,5,0,130000
5,860,2,840,1,1982,1982,860,4,0,137000
5,1473,1,1437,1,1968,2003,1473,5,2,143000
5,935,1,742,1,1930,1960,779,4,0,79500
7,1582,2,770,2,2004,2004,770,6,0,185900
10,2296,3,1722,2,2008,2008,1728,10,1,451950
5,816,2,816,1,1982,2003,816,4,0,138000
6,848,2,848,1,2003,2003,848,4,0,140000
5,924,1,924,1,1975,1975,924,5,0,110000
8,1826,3,1814,2,2005,2006,1826,7,1,319000
6,1368,1,684,1,1910,1993,684,7,0,114504
7,1402,3,1258,0,2006,2007,1402,7,1,194201
5,1647,2,1430,2,1977,1977,1647,7,1,217500
6,1556,2,716,2,1980,1980,716,6,1,151000
8,1904,2,1058,2,2005,2005,1058,8,1,275000
6,1375,1,780,1,1937,1950,780,6,1,141000
8,1915,2,908,2,1992,1992,927,8,1,220000
7,1200,2,600,2,2004,2005,600,4,0,151000
7,1494,2,1494,2,2002,2002,1494,6,1,221000
7,1986,2,768,2,1965,1990,1186,7,3,205000
5,1040,2,1040,1,1996,1996,1040,6,0,152000
5,2008,1,896,3,1948,2002,1112,8,0,225000
8,3194,2,965,2,1934,1998,1940,10,2,359100
4,1029,1,1029,1,1961,1961,1029,5,0,118500
9,2153,3,1440,2,2000,2000,1476,8,2,313000
6,1032,2,1032,2,1978,1978,1032,6,1,148000
8,1872,2,1299,2,2001,2001,1299,7,1,261500
5,1120,0,1120,1,2007,2007,1120,6,0,147000
4,630,0,630,1,1972,1972,630,3,0,75500
6,1054,2,936,1,1963,1963,1054,6,0,137500
6,1509,2,783,2,2002,2003,807,7,1,183200
6,832,2,832,1,1954,1954,832,4,0,105500
9,1828,3,1822,2,2007,2007,1828,9,1,314813
8,2262,3,1482,2,2003,2003,1482,10,2,305000
3,864,0,864,1,1914,1950,864,5,0,67000
6,2614,2,1522,2,1974,1997,1548,9,1,240000
5,980,2,980,1,1977,1977,980,6,0,135000
6,1512,2,756,2,2000,2000,756,4,1,168500
6,1790,2,732,1,1972,1972,1012,8,1,165150
6,1116,2,1116,1,1962,1962,1116,5,0,160000
5,1422,1,978,1,1960,1978,1422,6,1,139900
6,1520,1,1156,1,1955,1972,1520,7,2,153000
5,2080,2,1040,1,1969,1969,1040,9,2,135000
6,1350,2,1248,1,1964,1964,1350,6,0,168500
5,1750,1,636,1,1880,1991,1089,8,0,124000
8,1554,2,1554,2,2006,2006,1554,6,1,209500
7,1411,2,1386,2,1977,1977,1411,6,1,82500
5,1056,1,1056,1,1954,2005,1056,6,0,139400
6,1056,2,1056,0,1980,1980,1056,4,0,144000
6,3395,0,1440,2,1914,1995,1440,14,0,200000
2,800,0,264,1,1936,1950,800,4,1,60000
5,1387,1,811,2,1954,1954,811,7,0,93000
5,796,0,796,1,1910,1950,796,4,0,85000
8,1567,3,1520,2,2006,2006,1567,7,1,264561
8,1518,2,1518,1,2003,2004,1518,6,1,274000
7,1929,2,1057,2,2001,2001,1057,7,1,226000
8,2704,2,1952,2,1972,1995,2000,9,3,345000
5,1620,2,780,2,1969,1969,780,7,0,152000
9,1766,3,1766,2,2009,2009,1766,7,1,370878
6,981,2,981,1,1971,1971,981,5,0,143250
5,1048,2,0,1,1950,1950,1048,7,0,98300
6,1094,2,1094,1,1953,1953,1094,5,2,155000
6,1839,2,756,1,1966,1966,1051,7,1,155000
4,630,0,630,1,1970,1970,630,3,0,84500
7,1665,2,813,2,2007,2007,822,7,0,205950
4,1510,1,755,1,1940,1950,755,7,1,108000
7,1716,2,880,2,1996,1996,909,7,1,191000
6,1469,1,756,1,1906,1995,756,7,0,135000
8,2113,3,2109,2,1995,1995,2113,7,1,350000
6,1092,1,525,1,1971,1971,525,6,0,88000
5,1053,1,1053,1,1959,2006,1053,5,0,145500
7,1502,1,776,1,1931,2000,851,6,1,149000
6,1458,1,912,1,1948,1950,912,6,1,97500
5,1486,2,1486,1,1964,1999,1486,7,0,167000
7,1935,2,793,2,1976,1976,1142,7,1,197900
8,2448,3,1629,2,1994,2005,1686,8,1,402000
6,1392,2,1392,1,1968,1968,1392,5,2,110000
4,1181,2,1138,2,1972,1972,1181,6,0,137500
8,2097,3,2077,1,2005,2006,2097,8,1,423000
8,1936,2,1406,2,2000,2000,1454,7,1,230500
6,2380,2,1021,2,1965,1979,1465,7,1,129000
6,1679,2,1408,2,1994,1998,1679,7,1,193500
5,1437,2,1188,1,1956,1987,1437,6,1,168000
4,1180,1,700,1,1922,1950,1180,5,1,137500
6,1476,2,738,2,2005,2005,738,7,0,173500
6,1369,1,672,2,1925,1950,697,6,0,103600
6,1208,2,1208,1,1977,1977,1208,6,1,165000
6,1839,2,1477,2,1957,2004,1839,7,2,257500
6,1136,1,1136,1,1965,1965,1136,5,1,140000
6,1441,2,855,2,1978,1978,855,7,1,148500
4,1774,3,1095,2,1900,1950,1095,8,0,87000
5,792,1,768,1,1924,2006,792,5,0,109500
8,2046,3,2046,2,2008,2008,2046,7,1,372500
5,988,2,988,1,1961,1961,988,5,0,128500
6,923,1,923,2,1980,1980,923,5,1,143000
5,1520,1,793,1,1932,2000,848,6,0,159434
6,1291,2,1291,1,1996,1997,1291,6,1,173000
9,1668,3,1626,2,2002,2002,1668,7,1,285000
7,1839,2,1195,2,1998,1998,1195,7,0,221000
7,2090,2,1190,2,1984,1984,1190,6,1,207500
7,1761,2,874,3,2007,2007,874,7,0,227875
7,1102,2,551,2,2004,2004,551,4,0,148800
8,1419,2,1419,2,2007,2007,1419,7,1,392000
6,1362,2,1362,2,2005,2006,1362,6,1,194700
6,848,2,848,1,2004,2004,848,3,1,141000
10,4316,3,2444,3,1994,1995,2444,10,2,755000
7,2519,2,1210,2,1989,1990,1238,9,2,335000
5,1073,1,1073,1,1921,1968,1073,4,0,108480
5,1539,2,927,1,1936,1950,1067,5,0,141500
6,1137,2,1112,2,1987,1987,1137,5,1,176000
5,616,1,616,1,1921,1950,616,4,0,89000
5,1148,1,980,1,1952,1952,1148,6,0,123500
5,894,1,894,1,1965,2009,894,5,1,138500
7,1391,2,1391,2,2004,2004,1391,5,0,196000
8,1800,3,1800,2,2002,2002,1800,7,1,312500
7,1164,2,1164,1,1969,1969,1164,6,0,140000
8,2576,3,1234,2,2006,2006,1264,10,1,361919
5,1812,2,360,2,1900,1996,1032,8,1,140000
7,1484,2,1473,2,2004,2005,1484,7,0,213000
4,1092,0,0,2,1930,1950,372,7,0,55000
7,1824,2,1643,2,1971,2002,1824,5,2,302000
8,1324,2,1324,2,2006,2006,1324,6,1,254000
7,1456,2,728,2,2007,2007,728,8,1,179540
5,904,1,876,1,1966,1966,904,6,0,109900
3,729,0,270,1,1935,2003,729,5,0,52000
4,1178,1,859,1,1900,1950,859,7,0,102776
8,1228,2,1228,2,1988,1989,1228,5,1,189000
4,960,2,960,1,1970,1970,960,6,0,129000
6,1479,2,725,2,1976,2005,725,6,0,130500
6,1350,2,1064,2,1974,1974,1350,7,1,165000
7,2554,2,718,1,1890,1998,1576,8,0,159500
5,1178,2,1176,1,1973,2000,1178,5,1,157000
7,2418,3,1311,2,1993,1994,1325,9,1,341000
5,971,1,971,1,1969,1969,971,5,1,128500
8,1742,2,1742,2,1985,1985,1742,5,1,275000
6,848,2,848,1,2004,2004,848,3,0,143000
4,864,2,864,1,1970,1970,864,5,0,124500
4,1470,1,941,2,1954,1972,997,7,0,135000
9,1698,3,1698,2,2007,2008,1698,8,1,320000
4,864,2,864,1,1970,1970,864,5,0,120500
6,1680,2,880,2,1988,2007,1680,5,1,222000
7,1232,2,1232,2,2007,2007,1232,6,0,194500
5,1776,3,1584,2,1958,1958,1776,9,0,110000
4,1208,2,780,1,1925,1950,848,5,0,103000
8,1616,2,1595,2,1995,1996,1616,5,1,236500
7,1146,2,868,2,2003,2003,1146,6,1,187500
7,2031,2,1153,2,1998,1999,1153,8,1,222500
5,1144,1,864,1,1961,1983,1144,6,1,131400
5,948,1,948,1,1968,1968,948,6,0,108000
7,1768,2,880,1,1914,1970,880,6,2,163000
3,1040,2,0,2,1950,1950,1040,6,0,93500
8,1801,3,893,2,2005,2005,901,8,1,239900
5,1200,0,1200,3,1987,1988,1200,5,0,179000
7,1728,2,864,2,2004,2004,864,7,0,190000
5,1432,2,264,2,1910,2002,768,7,0,132000
6,912,1,912,1,1961,1996,912,5,0,142000
7,1349,2,1349,2,2000,2001,1349,6,0,179000
5,1464,2,520,2,1963,1999,1464,6,1,175000
8,1337,2,1337,2,1993,1993,1337,5,1,180000
8,2715,2,1142,3,1976,1996,1175,11,2,299800
7,2256,2,952,2,2000,2000,980,8,1,236000
7,2640,4,1240,1,1880,2003,1320,8,1,265979
7,1720,2,1720,2,1996,1996,1720,7,1,260400
4,1529,1,0,2,1945,1950,1088,9,0,98000
4,1140,0,576,1,1910,2004,792,7,0,96500
7,1320,2,660,2,2003,2003,660,6,0,162000
6,1494,2,1479,2,1997,1997,1494,6,0,217000
8,2098,3,1030,2,2005,2005,1038,8,1,275500
6,1026,2,1026,1,1969,2005,1026,5,0,156000
6,1471,2,729,2,1999,1999,742,6,0,172500
8,1768,2,866,2,2007,2007,866,7,0,212000
6,1386,2,672,2,1978,1978,672,6,1,158900
7,1501,2,744,2,1999,1999,757,6,0,179400
8,2531,3,1318,2,1995,1995,1328,9,1,290000
6,864,1,864,1,1959,1959,864,5,0,127500
5,1301,2,1145,1,1924,1950,1301,5,0,100000
7,1547,2,756,2,2009,2009,764,7,0,215200
8,2365,3,1252,2,1999,1999,1268,8,1,337000
8,1494,2,1494,1,1995,1996,1494,6,1,270000
9,1506,2,1498,2,2008,2008,1506,6,1,264132
7,1714,2,980,2,1988,1988,980,7,1,196500
6,1750,1,983,2,1940,1985,983,7,0,160000
7,1836,2,1860,2,2004,2005,1836,8,1,216837
8,3279,3,1650,3,2003,2003,1690,12,1,538000
5,858,2,858,1,1982,1982,858,5,0,134900
4,1220,2,836,1,1951,1951,1220,6,0,102000
6,1117,2,1029,1,1976,1976,1117,6,1,107000
5,912,1,912,1,1958,1958,912,5,0,114500
8,1973,3,1935,2,2006,2006,1973,9,1,395000
6,1204,2,1204,2,1998,1998,1204,5,0,162000
7,1614,3,1614,2,2005,2006,1614,7,0,221500
5,894,2,864,1,1974,1974,894,5,1,142500
5,2020,2,0,2,1977,1977,2020,10,2,144000
6,1004,2,975,1,1977,1977,1004,4,0,135000
7,1253,2,1237,2,1995,1996,1253,6,1,176000
6,1603,2,761,2,1992,1992,810,7,0,175900
7,1430,2,1413,2,2001,2002,1430,6,0,187100
5,1110,2,1097,1,1978,1978,1110,4,1,165500
6,1484,0,742,2,1914,2001,742,9,1,128000
6,1342,2,1372,2,1967,1967,1342,7,1,161500
5,1652,1,686,2,1915,1950,966,7,0,139000
7,2084,2,956,2,2004,2004,956,8,0,233000
4,901,1,901,1,1954,2000,901,4,0,107900
6,2087,2,832,2,1966,2007,976,9,0,187500
7,1145,2,1145,2,2005,2006,1145,5,1,160200
6,1062,2,1029,1,1976,1976,1062,5,2,146800
7,2013,2,1117,2,1996,1997,1127,8,1,269790
8,1496,2,1496,2,2007,2007,1496,7,0,225000
7,1895,2,712,2,1994,1996,1086,7,1,194500
6,1564,2,650,2,1980,1981,888,7,1,171000
6,1285,2,660,1,1977,1977,1285,7,1,143500
5,773,1,773,1,1953,1953,773,4,0,110000
9,3140,3,1926,3,2008,2009,1966,11,2,485000
5,1768,1,731,1,1937,1950,981,7,2,175000
6,1688,2,616,2,1997,1997,616,8,0,200000
4,1196,2,1196,1,1916,1990,1196,5,0,109900
7,1456,2,728,2,2005,2005,728,7,1,189000
9,2822,3,1734,3,2008,2009,1734,12,1,582933
5,1128,1,936,1,1954,1954,1128,5,0,118000
7,1428,2,1417,2,2008,2008,1428,6,0,227680
5,980,1,980,2,1967,1967,980,6,0,135500
5,1576,2,1324,1,1923,2004,1072,6,1,223500
5,1086,2,1024,1,1966,1966,1086,6,1,159950
5,2138,2,849,2,1898,1965,1075,11,0,106000
6,1309,2,1040,1,1974,1999,1309,5,1,181000
6,848,2,848,1,2004,2004,848,4,1,144500
5,1044,2,540,1,1952,1952,1044,4,0,55993
6,1442,1,1442,1,1958,1958,1442,7,0,157900
5,1250,1,686,1,1918,1950,686,7,0,116000
7,1661,2,1649,2,1998,1998,1661,6,0,224900
5,1008,1,1008,1,1954,1954,1008,4,1,137000
8,1689,3,1568,2,2002,2002,1689,7,2,271000
6,1052,2,1010,1,1971,1971,1052,6,0,155000
7,1358,2,1358,2,2009,2010,1358,6,1,224000
7,1640,2,798,2,2003,2003,798,6,0,183000
4,936,2,936,1,1953,1953,936,4,0,93000
7,1733,2,847,2,2003,2003,847,7,1,225000
6,1489,1,778,2,1940,1950,944,7,1,139500
8,1489,2,1489,2,2006,2006,1489,7,1,232600
10,2084,3,2078,2,2007,2008,2084,7,1,385000
5,784,0,784,1,1924,1950,784,5,0,109500
7,1434,2,1454,2,2001,2001,1434,6,1,189000
5,2126,2,1013,2,1967,1967,1160,7,0,185000
7,1223,2,600,2,2005,2005,520,4,0,147400
6,1392,2,1392,1,1957,1957,1392,6,2,166000
7,1200,2,600,2,2005,2005,520,4,0,151000
7,1829,2,941,2,2003,2003,941,7,1,237000
6,1516,2,1516,1,1964,1964,1516,6,0,167000
5,1144,2,1144,1,1961,1961,1144,6,0,139950
4,1067,2,1067,2,1950,1995,1067,4,0,128000
5,1559,2,1559,1,1948,1973,1559,5,0,153500
6,987,1,483,1,1973,1973,483,5,0,100000
5,1099,1,1099,1,1995,2006,1099,6,0,144000
5,1200,1,768,1,1946,1995,768,6,0,130500
6,1482,1,672,2,1925,1950,810,7,0,140000
5,1539,2,650,2,1904,2002,958,8,1,157500
6,1165,2,1127,1,1966,1966,1165,6,0,174900
5,1800,0,1800,2,1961,1961,1800,10,0,141000
5,1416,3,876,1,1915,1950,876,7,1,153900
5,1701,2,1390,2,1975,1981,1701,6,2,171000
7,1775,2,740,2,1993,1993,1006,7,1,213000
5,864,1,864,1,1972,1972,864,5,1,133500
6,2358,2,907,3,1908,1997,1307,10,1,240000
6,1855,2,528,2,1976,1994,1094,7,1,187000
6,848,2,848,1,2003,2003,848,3,0,131500
8,1456,2,1273,2,2003,2003,1456,7,1,215000
7,1646,1,918,2,1941,1950,918,7,2,164000
6,1445,2,1127,1,1964,1964,1445,7,1,158000
5,1779,2,1763,1,1955,1974,1779,6,1,170000
5,1040,1,1040,1,1962,2010,1040,6,0,127000
6,1026,2,940,1,1978,1978,1026,5,0,147000
6,1481,2,702,2,1994,1995,702,6,1,174000
7,1370,2,1090,2,1976,1976,1370,6,1,152000
6,2654,2,1054,2,1968,1984,1512,9,1,250000
7,1426,1,912,1,1918,1998,912,7,1,189950
5,1039,2,1039,1,1965,1965,1039,6,0,131500
6,1097,2,1040,2,1984,1985,1097,6,0,152000
5,1148,1,1148,1,1959,1959,1148,6,0,132500
7,1372,2,1372,2,2007,2008,1372,6,0,250580
5,1002,2,1002,1,1970,1970,1002,5,0,148500
8,1646,3,1638,2,2006,2007,1646,6,1,248900
4,1120,2,1040,1,1961,1961,1120,5,0,129000
5,2320,2,0,2,1948,1950,1547,7,1,169000
7,1949,2,1050,2,1993,1994,1062,8,1,236000
5,894,1,894,1,1962,1962,894,5,0,109500
6,1682,2,804,2,1998,1998,804,7,0,200500
5,910,2,105,1,1953,1996,910,5,0,116000
5,1268,1,832,1,1949,1950,1036,6,1,133000
5,1131,1,676,1,1941,1950,676,5,0,66500
8,2610,2,1184,2,2007,2007,1184,11,1,303477
4,1040,2,1064,1,1963,1963,1040,5,0,132250
9,2224,3,1462,2,2004,2005,1462,10,1,350000
5,1155,2,1109,1,1961,1995,1155,6,0,148000
5,864,1,864,1,1978,2005,864,6,0,136500
5,1090,2,1090,1,2005,2006,1090,5,0,157000
7,1717,2,1156,2,1990,1991,1187,7,1,187500
6,1593,2,808,2,1992,1993,808,7,1,178000
4,2230,1,795,1,1912,1950,954,10,0,118500
5,892,1,892,1,1967,1967,892,5,0,100000
9,1709,2,1698,2,1999,2000,1709,5,1,328900
5,1712,2,1626,2,1959,2005,1712,8,0,145000
5,1393,1,816,1,1955,1955,872,8,0,135500
8,2217,2,2217,2,1970,1970,2217,8,1,268000
6,1505,2,1505,1,1953,1953,1505,6,1,149500
5,924,2,672,1,1949,2006,672,6,1,122900
6,1683,2,918,2,1978,1978,918,7,1,172500
6,1068,1,1059,1,1963,2003,1068,6,0,154500
5,1383,1,1383,1,1954,1954,1383,6,1,165000
5,1535,2,0,2,1979,1979,1535,8,0,118858
6,1796,2,780,1,1963,1963,983,8,1,140000
4,951,1,951,1,1936,1950,951,6,0,106500
5,2240,2,0,2,1979,1979,1120,12,0,142953
9,2364,3,2330,2,2009,2010,2364,11,2,611657
5,1236,1,912,1,1961,1994,1236,6,1,135000
4,858,1,858,1,1971,1971,858,4,0,110000
5,1306,1,992,1,1957,2000,1306,5,0,153000
7,1509,2,783,2,2003,2003,807,8,1,180000
7,1670,3,1670,2,2006,2006,1670,7,1,240000
5,902,1,876,1,1967,1967,902,6,0,125500
5,1063,1,1056,1,1954,1954,1063,6,0,128000
8,1636,3,1623,2,2006,2006,1636,8,1,255000
7,2057,1,1017,1,1936,1987,1020,6,1,250000
5,902,2,864,1,1983,1983,902,5,0,131000
6,1484,2,742,2,2005,2005,742,8,1,174000
5,2274,2,1105,2,1960,1960,1105,12,0,154300
5,1268,1,1268,1,1977,1989,1268,5,0,143500
5,1015,1,768,1,1925,1950,1015,6,0,88000
5,2002,3,1001,2,1949,1950,1001,8,0,145000
6,1224,2,612,2,2009,2009,612,4,0,173733
4,1092,1,546,1,1970,1970,546,6,0,75000
2,480,1,480,0,1949,1950,480,4,0,35311
4,1229,1,1134,1,1956,1956,1229,6,0,135000
7,2127,3,1104,2,1991,1991,912,8,1,238000
6,1414,2,1184,1,1958,2002,1414,6,1,176500
6,1721,2,928,2,1994,1994,936,7,0,201000
5,2200,0,1272,2,1900,2003,1272,9,0,145900
6,1316,2,1316,2,2005,2006,1316,6,1,169990
6,1617,2,1604,2,1993,1994,1617,5,1,193000
6,1686,2,1686,2,1980,1980,1686,7,1,207500
5,1126,2,1126,2,1977,1977,1126,6,0,175000
8,2374,3,1181,2,2003,2004,1234,10,1,285000
7,1978,2,832,2,1968,1968,1098,9,1,176000
8,1788,2,1753,2,2001,2001,1788,7,1,236500
7,2236,2,964,2,1997,1997,993,8,1,222000
8,1466,3,1466,2,2007,2007,1466,7,0,201000
5,925,1,925,1,1965,1965,925,5,0,117500
9,1905,3,1905,2,2006,2006,1905,8,1,320000
7,1500,2,1500,2,2004,2004,1500,6,0,190000
7,2069,2,585,2,1960,2007,2069,9,1,242000
4,747,2,600,1,1926,1953,747,5,0,79900
7,1200,2,1176,2,2003,2003,1200,5,0,184900
7,1971,2,1113,2,2005,2005,1113,8,1,253000
7,1962,3,1391,2,2006,2006,1391,7,0,239799
7,2403,1,1032,2,1940,1950,1207,10,2,244400
6,1728,2,1728,2,1976,1976,1728,8,0,150900
7,2060,2,992,2,1999,1999,1022,8,1,214000
4,1440,0,1440,2,1977,1977,1440,8,0,150000
5,1632,2,1632,2,1967,1967,1632,8,0,143000
6,1344,2,819,1,1958,1958,1344,7,1,137500
5,1869,2,1088,1,1890,1996,1188,7,0,124900
5,1144,1,1144,1,1959,1959,1144,6,1,143000
8,1629,3,1616,2,2002,2003,1629,9,1,270000
7,1776,2,936,2,2002,2002,936,7,1,192500
6,1381,2,1161,1,1972,2006,1381,5,1,197500
5,864,2,864,1,1950,2002,864,5,0,129000
5,965,1,828,1,1965,1965,965,6,0,119900
5,768,1,768,1,1972,2003,768,5,0,133900
5,1968,2,784,2,1969,1969,1168,7,1,172000
6,980,0,945,2,1975,1975,980,4,0,127500
6,1958,2,979,2,1946,1950,979,8,0,145000
6,1229,2,561,1,1980,1980,561,5,1,124000
5,1057,2,1057,1,1962,1962,1057,6,0,132000
7,1337,2,1337,2,2003,2003,1337,6,0,185000
7,1416,2,696,2,1999,1999,696,6,0,155000
5,858,0,858,1,1958,2008,858,4,0,116500
6,2872,2,1330,2,1977,1995,1542,11,1,272000
6,1548,2,804,2,1976,1976,804,7,1,155000
9,1800,2,1800,2,2007,2007,1800,7,0,239000
7,1894,2,817,2,2002,2003,824,8,1,214900
6,1484,2,783,2,2005,2007,783,8,1,178900
5,1308,1,728,1,1940,1950,976,7,2,160000
5,1098,1,1098,1,1955,1955,1098,6,0,135000
3,968,0,600,1,1910,1950,600,6,0,37900
6,1095,1,588,1,1958,1958,1095,6,0,140000
4,1192,0,720,1,1949,1950,720,6,0,135000
